order_id,payment_type,payment_value
2946,debit_card,10571
2947,debit_card,10003
2948,upi,45870
2949,wallet,272
2950,upi,3579
2951,upi,7487
2952,upi,10890
2953,debit_card,3229
2954,debit_card,3435
2955,wallet,2186
2956,credit_card,26969
2957,credit_card,38489
2958,upi,1012
2959,debit_card,25070
2960,debit_card,28997
2961,debit_card,2412
2962,upi,7839
2963,wallet,8428
2964,credit_card,29368
2965,upi,34814
2966,credit_card,5645
2967,wallet,38883
2968,credit_card,40636
2969,wallet,44057
2970,upi,74561
2971,upi,1176
2972,upi,58950
2973,upi,1720
2974,upi,59514
2975,debit_card,4983
2976,wallet,30570
2977,credit_card,9203
2978,wallet,26810
2979,debit_card,3220
2980,upi,7921
2981,upi,35721
2982,debit_card,1577
2983,wallet,20704
2984,upi,5322
2985,credit_card,1491
2986,wallet,7832
2987,upi,42772
2988,wallet,4057
2989,credit_card,9648
2990,credit_card,8302
2991,wallet,21522
2992,wallet,8345
2993,wallet,19810
2994,credit_card,6855
2995,wallet,17712
2996,upi,1034
2997,debit_card,407
2998,credit_card,51127
2999,debit_card,7206
3000,upi,7645
3001,upi,45073
3002,credit_card,66017
3003,wallet,746
3004,wallet,8062
3005,wallet,289
3006,wallet,46048
3007,credit_card,11959
3008,credit_card,15125
3009,credit_card,113783
3010,credit_card,10834
3011,credit_card,44580
3012,upi,39788
3013,debit_card,3730
3014,credit_card,48542
3015,credit_card,26031
3016,upi,82951
3017,upi,40314
3018,debit_card,21129
3019,wallet,40671
3020,credit_card,3519
3021,credit_card,13846
3022,debit_card,6084
3023,credit_card,50325
3024,credit_card,6505
3025,credit_card,16016
3026,upi,5667
3027,upi,4302
3028,debit_card,10015
3029,wallet,14394
3030,debit_card,7877
3031,debit_card,6359
3032,debit_card,5407
3033,credit_card,1522
3034,debit_card,7336
3035,wallet,6727
3036,upi,702
3037,debit_card,8505
3038,credit_card,5443
3039,wallet,33125
3040,credit_card,10322
3041,wallet,298
3042,upi,6243
3043,credit_card,14761
3044,upi,107772
3045,credit_card,2970
3046,upi,25371
3047,debit_card,56066
3048,credit_card,27422
3049,wallet,29137
3050,wallet,8623
3051,credit_card,16711
3052,debit_card,7131
3053,upi,22927
3054,debit_card,46079
3055,credit_card,66698
3056,credit_card,29321
3057,wallet,39096
3058,credit_card,3222
3059,upi,11441
3060,credit_card,2565
3061,wallet,6744
3062,wallet,10178
3063,debit_card,41873
3064,upi,15663
3065,wallet,2578
3066,upi,704
3067,debit_card,2250
3068,upi,303
3069,debit_card,9416
3070,wallet,735
3071,debit_card,768
3072,debit_card,3955
3073,wallet,16276
3074,debit_card,10508
3075,credit_card,37069
3076,wallet,58803
3077,credit_card,36198
3078,upi,10145
3079,credit_card,6832
3080,wallet,30752
3081,debit_card,5996
3082,debit_card,66103
3083,wallet,10563
3084,upi,4816
3085,upi,43410
3086,credit_card,1817
3087,upi,36613
3088,upi,356
3089,wallet,580
3090,credit_card,6553
3091,upi,5347
3092,wallet,48922
3093,credit_card,47415
3094,wallet,22819
3095,upi,18170
3096,credit_card,10194
3097,upi,1346
3098,credit_card,5180
3099,wallet,8425
3100,wallet,288
3101,debit_card,9912
3102,debit_card,31576
3103,upi,39271
3104,credit_card,19163
3105,debit_card,40182
3106,credit_card,17404
3107,credit_card,4517
3108,upi,33520
3109,credit_card,5841
3110,debit_card,24046
3111,wallet,6733
3112,credit_card,5245
3113,upi,12914
3114,wallet,434
3115,debit_card,26518
3116,debit_card,10420
3117,debit_card,50027
3118,credit_card,6586
3119,debit_card,19886
3120,credit_card,14283
3121,upi,18089
3122,upi,42323
3123,credit_card,33466
3124,debit_card,49477
3125,credit_card,2490
3126,debit_card,12956
3127,wallet,30897
3128,debit_card,3317
3129,wallet,8281
3130,credit_card,16256
3131,upi,543
3132,debit_card,32710
3133,upi,14568
3134,credit_card,1431
3135,debit_card,24044
3136,upi,1280
3137,wallet,21649
3138,upi,2936
3139,wallet,16097
3140,upi,3744
3141,wallet,12829
3142,wallet,1337
3143,wallet,51806
3144,upi,7772
3145,credit_card,1703
3146,debit_card,3308
3147,wallet,55751
3148,credit_card,7283
3149,credit_card,4705
3150,debit_card,8441
3151,credit_card,5603
3152,credit_card,8134
3153,upi,6688
3154,upi,6000
3155,upi,25312
3156,upi,3435
3157,upi,1325
3158,credit_card,36242
3159,wallet,5279
3160,credit_card,10820
3161,wallet,6007
3162,debit_card,295
3163,credit_card,19171
3164,wallet,1303
3165,wallet,18995
3166,wallet,27043
3167,upi,52466
3168,upi,32810
3169,debit_card,5394
3170,wallet,31488
3171,debit_card,29582
3172,credit_card,16060
3173,credit_card,25190
3174,upi,7652
3175,debit_card,9518
3176,wallet,4882
3177,credit_card,1825
3178,upi,13343
3179,wallet,74322
3180,wallet,33155
3181,credit_card,1765
3182,debit_card,1737
3183,debit_card,203
3184,wallet,13557
3185,debit_card,15387
3186,credit_card,14444
3187,wallet,2082
3188,debit_card,18083
3189,wallet,11348
3190,wallet,20755
3191,credit_card,15317
3192,upi,7264
3193,debit_card,1737
3194,upi,88987
3195,debit_card,2033
3196,credit_card,14475
3197,credit_card,40149
3198,credit_card,18784
3199,credit_card,20740
3200,upi,17953
3201,wallet,36201
3202,upi,1488
3203,upi,12038
3204,wallet,3723
3205,upi,3655
3206,upi,10573
3207,upi,39970
3208,upi,8601
3209,credit_card,168
3210,debit_card,1542
3211,credit_card,17954
3212,upi,17595
3213,debit_card,52800
3214,upi,12009
3215,debit_card,24741
3216,debit_card,1292
3217,debit_card,2764
3218,upi,14681
3219,upi,625
3220,upi,28829
3221,credit_card,3384
3222,debit_card,5064
3223,credit_card,10759
3224,credit_card,26038
3225,wallet,58531
3226,upi,10470
3227,debit_card,519
3228,upi,37796
3229,wallet,3196
3230,debit_card,5397
3231,upi,64917
3232,debit_card,24709
3233,wallet,7579
3234,debit_card,1987
3235,upi,40550
3236,wallet,16810
3237,upi,42835
3238,upi,56476
3239,upi,10096
3240,credit_card,47136
3241,upi,57313
3242,debit_card,52093
3243,credit_card,30772
3244,credit_card,33955
3245,debit_card,6670
3246,debit_card,2981
3247,credit_card,15131
3248,upi,11799
3249,debit_card,67844
3250,wallet,18800
3251,debit_card,26039
3252,credit_card,7430
3253,upi,48042
3254,wallet,1619
3255,debit_card,7106
3256,wallet,71538
3257,credit_card,3164
3258,upi,48068
3259,credit_card,94826
3260,upi,11270
3261,upi,1930
3262,upi,29429
3263,debit_card,7630
3264,credit_card,14550
3265,upi,25337
3266,upi,1870
3267,debit_card,4162
3268,wallet,1784
3269,debit_card,1584
3270,upi,687
3271,debit_card,42644
3272,upi,29287
3273,wallet,34133
3274,credit_card,12712
3275,credit_card,2505
3276,debit_card,3572
3277,credit_card,12542
3278,upi,9307
3279,wallet,2925
3280,credit_card,5534
3281,credit_card,76703
3282,debit_card,12491
3283,wallet,29037
3284,wallet,6690
3285,wallet,4513
3286,upi,6614
3287,credit_card,4340
3288,upi,34880
3289,debit_card,10890
3290,upi,71270
3291,credit_card,59511
3292,debit_card,25312
3293,debit_card,15555
3294,wallet,20273
3295,upi,35206
3296,upi,30776
3297,credit_card,8120
3298,debit_card,745
3299,debit_card,3846
3300,debit_card,51351
3301,debit_card,8839
3302,debit_card,702
3303,upi,33622
3304,wallet,23584
3305,wallet,129633
3306,wallet,42049
3307,wallet,74
3308,wallet,51130
3309,upi,14829
3310,wallet,4588
3311,wallet,16938
3312,credit_card,55639
3313,wallet,28677
3314,upi,7925
3315,wallet,1118
3316,credit_card,4189
3317,debit_card,5055
3318,debit_card,48121
3319,credit_card,40418
3320,credit_card,85326
3321,wallet,45745
3322,upi,4735
3323,upi,4883
3324,upi,12694
3325,wallet,7224
3326,wallet,41734
3327,debit_card,18781
3328,wallet,1394
3329,upi,6379
3330,credit_card,5292
3331,debit_card,2534
3332,debit_card,23467
3333,wallet,24866
3334,upi,11853
3335,debit_card,21333
3336,wallet,10880
3337,upi,54404
3338,upi,50093
3339,credit_card,7143
3340,upi,10446
3341,credit_card,1975
3342,credit_card,4996
3343,wallet,37771
3344,debit_card,13579
3345,debit_card,7370
3346,debit_card,8423
3347,debit_card,20800
3348,wallet,20910
3349,debit_card,6376
3350,debit_card,10367
3351,credit_card,13021
3352,upi,22409
3353,credit_card,1302
3354,wallet,39259
3355,debit_card,1792
3356,upi,2856
3357,credit_card,7003
3358,credit_card,3252
3359,upi,16707
3360,upi,10125
3361,debit_card,1444
3362,upi,48938
3363,wallet,8256
3364,debit_card,277
3365,debit_card,53134
3366,upi,8978
3367,credit_card,12751
3368,debit_card,14227
3369,wallet,2390
3370,upi,42388
3371,credit_card,2234
3372,upi,32045
3373,upi,54924
3374,wallet,29225
3375,debit_card,1022
3376,debit_card,2268
3377,upi,2708
3378,wallet,37670
3379,credit_card,22003
3380,wallet,1330
3381,credit_card,20981
3382,upi,40882
3383,credit_card,1152
3384,debit_card,9823
3385,debit_card,14340
3386,credit_card,33116
3387,upi,1429
3388,wallet,49479
3389,credit_card,31715
3390,credit_card,5111
3391,upi,46432
3392,upi,1194
3393,debit_card,27994
3394,credit_card,41549
3395,debit_card,24834
3396,credit_card,12128
3397,upi,2664
3398,upi,790
3399,wallet,46959
3400,credit_card,1674
3401,upi,4135
3402,wallet,13191
3403,wallet,9255
3404,debit_card,66406
3405,wallet,13349
3406,wallet,11995
3407,wallet,9523
3408,upi,4599
3409,wallet,8326
3410,debit_card,31048
3411,debit_card,3898
3412,wallet,15423
3413,wallet,27320
3414,credit_card,1213
3415,upi,6166
3416,credit_card,1070
3417,upi,13861
3418,upi,83149
3419,credit_card,36675
3420,upi,34655
3421,debit_card,15962
3422,upi,13864
3423,upi,37755
3424,upi,3267
3425,debit_card,4177
3426,upi,1064
3427,upi,61871
3428,wallet,5246
3429,wallet,10548
3430,debit_card,1666
3431,credit_card,11061
3432,upi,58271
3433,wallet,285
3434,credit_card,3398
3435,wallet,39236
3436,debit_card,31248
3437,debit_card,7437
3438,debit_card,14455
3439,debit_card,2139
3440,credit_card,7003
3441,wallet,73880
3442,wallet,60781
3443,credit_card,58350
3444,upi,1324
3445,debit_card,26582
3446,credit_card,3497
3447,wallet,1313
3448,upi,17987
3449,debit_card,6630
3450,credit_card,25376
3451,wallet,7526
3452,credit_card,9111
3453,wallet,3352
3454,upi,94
3455,credit_card,4026
3456,wallet,7959
3457,debit_card,1587
3458,upi,16072
3459,debit_card,53841
3460,debit_card,18179
3461,credit_card,13312
3462,credit_card,2582
3463,debit_card,18967
3464,debit_card,79878
3465,wallet,12254
3466,credit_card,6418
3467,credit_card,4092
3468,upi,59727
3469,credit_card,11122
3470,upi,48515
3471,upi,13622
3472,upi,39626
3473,upi,2494
3474,credit_card,18086
3475,credit_card,18721
3476,debit_card,9897
3477,wallet,6669
3478,upi,15410
3479,debit_card,34306
3480,credit_card,1572
3481,upi,21062
3482,upi,15587
3483,debit_card,27034
3484,wallet,7770
3485,upi,7231
3486,upi,4924
3487,upi,4793
3488,upi,510
3489,credit_card,39995
3490,debit_card,90569
3491,credit_card,43908
3492,wallet,5296
3493,credit_card,3778
3494,debit_card,7005
3495,wallet,8767
3496,wallet,50289
3497,debit_card,4790
3498,wallet,40106
3499,debit_card,17487
3500,wallet,5827
3501,upi,5479
3502,wallet,2160
3503,wallet,22992
3504,upi,57741
3505,credit_card,20260
3506,wallet,12758
3507,upi,26593
3508,upi,4842
3509,debit_card,13705
3510,upi,23131
3511,debit_card,39357
3512,upi,49997
3513,wallet,7372
3514,upi,9135
3515,credit_card,21274
3516,upi,3850
3517,upi,14083
3518,wallet,14961
3519,wallet,88623
3520,upi,64695
3521,debit_card,6742
3522,upi,1946
3523,upi,22064
3524,credit_card,3227
3525,credit_card,35647
3526,upi,7274
3527,debit_card,26927
3528,wallet,53344
3529,wallet,42122
3530,credit_card,8288
3531,wallet,18121
3532,wallet,81323
3533,debit_card,3594
3534,debit_card,8461
3535,wallet,14927
3536,upi,36107
3537,credit_card,829
3538,credit_card,9678
3539,credit_card,34431
3540,wallet,3329
3541,upi,43746
3542,wallet,58977
3543,upi,8132
3544,credit_card,3769
3545,wallet,9733
3546,credit_card,30460
3547,upi,31748
3548,credit_card,62840
3549,wallet,4028
3550,debit_card,478
3551,debit_card,18229
3552,wallet,2990
3553,credit_card,32843
3554,credit_card,30149
3555,upi,6689
3556,debit_card,5013
3557,debit_card,19610
3558,upi,4488
3559,debit_card,18380
3560,credit_card,59272
3561,wallet,15248
3562,debit_card,4501
3563,upi,9097
3564,upi,12345
3565,debit_card,1788
3566,upi,9344
3567,wallet,17607
3568,wallet,39962
3569,upi,102157
3570,wallet,16330
3571,credit_card,6708
3572,debit_card,15150
3573,credit_card,13264
3574,wallet,72247
3575,upi,1180
3576,upi,7633
3577,upi,66916
3578,wallet,42857
3579,debit_card,17296
3580,upi,7899
3581,upi,42094
3582,wallet,1408
3583,upi,1181
3584,upi,15176
3585,upi,7993
3586,wallet,7807
3587,debit_card,14375
3588,upi,4628
3589,debit_card,4384
3590,upi,21246
3591,credit_card,29064
3592,upi,1447
3593,wallet,939
3594,upi,63134
3595,upi,1162
3596,credit_card,1391
3597,credit_card,41533
3598,wallet,4069
3599,upi,15482
3600,debit_card,2724
3601,wallet,24554
3602,debit_card,17896
3603,wallet,52000
3604,credit_card,5211
3605,credit_card,63676
3606,upi,1401
3607,credit_card,4307
3608,debit_card,41208
3609,credit_card,10379
3610,debit_card,22007
3611,upi,5573
3612,debit_card,997
3613,wallet,25446
3614,credit_card,7047
3615,upi,4164
3616,upi,33523
3617,debit_card,7717
3618,debit_card,7285
3619,wallet,39497
3620,upi,32226
3621,wallet,13323
3622,upi,1887
3623,upi,2394
3624,upi,4385
3625,debit_card,41204
3626,credit_card,33836
3627,credit_card,6117
3628,upi,68786
3629,debit_card,8741
3630,upi,65153
3631,upi,42421
3632,credit_card,132
3633,upi,3621
3634,upi,4236
3635,credit_card,49765
3636,wallet,9502
3637,credit_card,22706
3638,credit_card,10912
3639,wallet,31183
3640,wallet,11967
3641,upi,3645
3642,credit_card,9786
3643,debit_card,31256
3644,credit_card,5534
3645,wallet,148940
3646,credit_card,17643
3647,debit_card,10053
3648,credit_card,35517
3649,debit_card,7134
3650,upi,5212
3651,wallet,8656
3652,debit_card,2409
3653,wallet,4345
3654,upi,12605
3655,debit_card,8062
3656,wallet,55374
3657,debit_card,6285
3658,upi,10491
3659,upi,2119
3660,upi,7599
3661,wallet,14838
3662,debit_card,38657
3663,wallet,4842
3664,upi,15497
3665,wallet,40136
3666,debit_card,4256
3667,upi,2277
3668,upi,15694
3669,upi,78277
3670,credit_card,2868
3671,wallet,10473
3672,upi,12706
3673,wallet,1036
3674,upi,3118
3675,upi,24570
3676,upi,13395
3677,wallet,8241
3678,debit_card,11181
3679,wallet,339
3680,credit_card,62020
3681,debit_card,13118
3682,upi,67390
3683,credit_card,14215
3684,credit_card,13849
3685,wallet,89668
3686,wallet,14604
3687,credit_card,9338
3688,wallet,13952
3689,wallet,1740
3690,upi,27541
3691,upi,16235
3692,upi,9082
3693,credit_card,47420
3694,credit_card,8899
3695,credit_card,13663
3696,upi,38371
3697,wallet,80590
3698,wallet,7337
3699,debit_card,13969
3700,debit_card,358
3701,credit_card,75710
3702,upi,9508
3703,upi,32091
3704,upi,35969
3705,credit_card,35108
3706,upi,867
3707,credit_card,2656
3708,credit_card,610
3709,upi,18134
3710,credit_card,54470
3711,upi,7717
3712,wallet,4483
3713,upi,62308
3714,debit_card,5851
3715,debit_card,5099
3716,debit_card,77036
3717,upi,17202
3718,debit_card,31845
3719,credit_card,9257
3720,credit_card,15889
3721,upi,22791
3722,debit_card,5405
3723,debit_card,7836
3724,credit_card,99207
3725,credit_card,8278
3726,wallet,37835
3727,wallet,27480
3728,upi,35910
3729,wallet,37626
3730,debit_card,34085
3731,wallet,1525
3732,wallet,6815
3733,upi,31931
3734,upi,19162
3735,upi,25733
3736,credit_card,12544
3737,debit_card,20828
3738,credit_card,2207
3739,upi,24738
3740,upi,16729
3741,wallet,6292
3742,debit_card,724
3743,upi,9219
3744,upi,3212
3745,debit_card,16662
3746,credit_card,3173
3747,debit_card,3160
3748,credit_card,12498
3749,debit_card,2336
3750,wallet,13755
3751,credit_card,72
3752,credit_card,7521
3753,upi,2644
3754,wallet,15955
3755,credit_card,796
3756,upi,48322
3757,debit_card,14716
3758,wallet,7131
3759,credit_card,6516
3760,credit_card,48574
3761,upi,10975
3762,debit_card,5591
3763,wallet,25371
3764,debit_card,11245
3765,upi,58217
3766,upi,12279
3767,credit_card,13282
3768,upi,16844
3769,debit_card,30533
3770,debit_card,2601
3771,wallet,29190
3772,upi,47971
3773,wallet,6288
3774,wallet,13841
3775,credit_card,7193
3776,upi,60002
3777,wallet,44149
3778,upi,1192
3779,debit_card,8769
3780,upi,17182
3781,upi,32603
3782,debit_card,10548
3783,debit_card,1369
3784,wallet,1521
3785,credit_card,3071
3786,debit_card,3513
3787,debit_card,1282
3788,upi,12171
3789,credit_card,899
3790,debit_card,15170
3791,credit_card,48122
3792,upi,2031
3793,upi,13365
3794,credit_card,46630
3795,wallet,17952
3796,credit_card,1988
3797,upi,37032
3798,upi,15769
3799,upi,9693
3800,upi,7035
3801,credit_card,50327
3802,debit_card,19718
3803,debit_card,7862
3804,credit_card,9804
3805,wallet,6447
3806,credit_card,25572
3807,credit_card,7043
3808,debit_card,17571
3809,credit_card,83186
3810,credit_card,12599
3811,credit_card,49766
3812,credit_card,2899
3813,debit_card,13498
3814,upi,36743
3815,upi,1975
3816,wallet,25831
3817,credit_card,39788
3818,upi,3947
3819,debit_card,2458
3820,upi,3902
3821,wallet,30261
3822,credit_card,25725
3823,wallet,37947
3824,wallet,13846
3825,credit_card,26267
3826,debit_card,2534
3827,upi,42383
3828,wallet,14932
3829,credit_card,18484
3830,wallet,46463
3831,debit_card,46784
3832,credit_card,5882
3833,wallet,17464
3834,credit_card,3313
3835,debit_card,4080
3836,credit_card,286
3837,wallet,42890
3838,wallet,11209
3839,debit_card,11732
3840,debit_card,13046
3841,wallet,19381
3842,wallet,592
3843,credit_card,5117
3844,debit_card,18342
3845,debit_card,24700
3846,credit_card,2516
3847,wallet,32428
3848,wallet,53604
3849,upi,57850
3850,credit_card,16993
3851,credit_card,17105
3852,debit_card,3675
3853,debit_card,88775
3854,upi,1059
3855,credit_card,24877
3856,debit_card,21369
3857,debit_card,58357
3858,wallet,4810
3859,upi,27515
3860,debit_card,12200
3861,upi,39000
3862,wallet,11707
3863,wallet,36792
3864,debit_card,13180
3865,wallet,5843
3866,wallet,23389
3867,debit_card,819
3868,credit_card,12038
3869,wallet,17302
3870,credit_card,17136
3871,upi,3648
3872,credit_card,38579
3873,credit_card,23579
3874,debit_card,1096
3875,wallet,17278
3876,upi,119477
3877,debit_card,2565
3878,debit_card,4810
3879,debit_card,22215
3880,credit_card,23865
3881,debit_card,1850
3882,upi,1398
3883,debit_card,18273
3884,credit_card,12971
3885,wallet,12618
3886,credit_card,898
3887,debit_card,8464
3888,upi,16753
3889,wallet,36158
3890,upi,6565
3891,upi,4007
3892,debit_card,61604
3893,debit_card,56125
3894,upi,18212
3895,wallet,52514
3896,wallet,1788
3897,credit_card,51373
3898,wallet,17284
3899,credit_card,1903
3900,debit_card,1161
3901,credit_card,44336
3902,credit_card,64879
3903,debit_card,12932
3904,credit_card,9348
3905,debit_card,27904
3906,credit_card,1872
3907,debit_card,50027
3908,upi,28579
3909,upi,25582
3910,debit_card,13993
3911,credit_card,36015
3912,wallet,4484
3913,credit_card,12946
3914,wallet,10814
3915,credit_card,14978
3916,debit_card,114
3917,wallet,20930
3918,upi,9817
3919,credit_card,17619
3920,upi,88186
3921,debit_card,6094
3922,credit_card,37453
3923,upi,60948
3924,debit_card,2333
3925,upi,1299
3926,upi,2807
3927,credit_card,10525
3928,wallet,8721
3929,credit_card,2776
3930,wallet,22224
3931,debit_card,3987
3932,credit_card,14356
3933,debit_card,18975
3934,credit_card,6449
3935,wallet,4747
3936,upi,27588
3937,upi,7834
3938,wallet,110973
3939,upi,56032
3940,debit_card,22774
3941,debit_card,3251
3942,credit_card,85121
3943,credit_card,23602
3944,debit_card,18764
3945,wallet,17726
3946,credit_card,51279
3947,debit_card,1566
3948,credit_card,7745
3949,credit_card,15415
3950,debit_card,5757
3951,wallet,3005
3952,debit_card,1591
3953,debit_card,21209
3954,debit_card,11403
3955,credit_card,80650
3956,wallet,11173
3957,credit_card,209
3958,upi,34130
3959,wallet,21629
3960,wallet,3418
3961,upi,27223
3962,upi,44356
3963,wallet,21539
3964,upi,6805
3965,credit_card,3880
3966,wallet,19687
3967,credit_card,38198
3968,debit_card,17990
3969,debit_card,28652
3970,credit_card,1813
3971,credit_card,2514
3972,debit_card,31643
3973,credit_card,35142
3974,debit_card,388
3975,upi,62855
3976,credit_card,19009
3977,credit_card,19038
3978,wallet,7284
3979,credit_card,12124
3980,wallet,74650
3981,upi,24412
3982,debit_card,25516
3983,debit_card,32683
3984,upi,28740
3985,debit_card,6732
3986,upi,49343
3987,credit_card,61896
3988,wallet,46724
3989,upi,22799
3990,upi,13528
3991,credit_card,6818
3992,debit_card,7790
3993,credit_card,3644
3994,debit_card,12747
3995,wallet,8845
3996,upi,36462
3997,wallet,23165
3998,debit_card,10130
3999,debit_card,54431
4000,debit_card,8328
4001,wallet,2706
4002,wallet,22907
4003,upi,27527
4004,upi,44823
4005,debit_card,1648
4006,credit_card,76499
4007,wallet,47862
4008,wallet,52592
4009,upi,9018
4010,credit_card,5700
4011,debit_card,13734
4012,wallet,32982
4013,wallet,38898
4014,upi,95415
4015,wallet,124187
4016,credit_card,6419
4017,credit_card,15807
4018,wallet,484
4019,upi,8557
4020,upi,1990
4021,credit_card,11742
4022,upi,30670
4023,upi,90879
4024,upi,1299
4025,debit_card,71881
4026,debit_card,5031
4027,credit_card,8956
4028,wallet,19385
4029,credit_card,2296
4030,wallet,31542
4031,debit_card,31772
4032,credit_card,2482
4033,debit_card,6188
4034,debit_card,473
4035,debit_card,7919
4036,debit_card,23979
4037,wallet,47711
4038,credit_card,5407
4039,credit_card,2853
4040,debit_card,36404
4041,debit_card,59373
4042,wallet,8053
4043,credit_card,27022
4044,credit_card,7427
4045,upi,12834
4046,wallet,49934
4047,debit_card,73895
4048,upi,34136
4049,upi,54894
4050,upi,33174
4051,credit_card,2529
4052,wallet,54205
4053,upi,541
4054,upi,42598
4055,debit_card,12140
4056,wallet,14214
4057,upi,46084
4058,debit_card,42499
4059,debit_card,7788
4060,wallet,846
4061,wallet,5638
4062,debit_card,98106
4063,wallet,31781
4064,wallet,2492
4065,upi,16945
4066,upi,50247
4067,upi,1875
4068,credit_card,46846
4069,debit_card,39538
4070,wallet,1956
4071,upi,9013
4072,upi,15183
4073,wallet,38679
4074,upi,12396
4075,upi,21272
4076,wallet,12355
4077,upi,11469
4078,wallet,1508
4079,wallet,49635
4080,upi,3570
4081,wallet,39154
4082,wallet,4525
4083,credit_card,8467
4084,credit_card,24900
4085,credit_card,9270
4086,upi,14602
4087,credit_card,8290
4088,upi,13017
4089,credit_card,86000
4090,credit_card,9228
4091,upi,17462
4092,debit_card,32854
4093,credit_card,48352
4094,debit_card,27238
4095,credit_card,16225
4096,upi,9222
4097,upi,17361
4098,debit_card,6597
4099,debit_card,12764
4100,upi,40152
4101,upi,53163
4102,wallet,9305
4103,wallet,4848
4104,debit_card,33781
4105,upi,14053
4106,upi,16438
4107,wallet,30025
4108,wallet,21591
4109,upi,1632
4110,debit_card,6048
4111,debit_card,15895
4112,credit_card,10193
4113,wallet,54817
4114,wallet,29089
4115,upi,74744
4116,wallet,4120
4117,wallet,38542
4118,upi,24383
4119,wallet,9091
4120,credit_card,7404
4121,credit_card,12157
4122,wallet,29897
4123,credit_card,51253
4124,debit_card,36646
4125,wallet,16910
4126,upi,14170
4127,debit_card,33007
4128,debit_card,55976
4129,debit_card,50275
4130,upi,21419
4131,debit_card,3349
4132,wallet,9022
4133,upi,1926
4134,debit_card,11629
4135,debit_card,40026
4136,credit_card,48725
4137,credit_card,5070
4138,upi,57834
4139,credit_card,45035
4140,upi,25304
4141,credit_card,8391
4142,debit_card,50089
4143,upi,554
4144,upi,40830
4145,credit_card,13681
4146,wallet,451
4147,upi,15039
4148,upi,30445
4149,upi,13332
4150,debit_card,54089
4151,debit_card,18513
4152,credit_card,10572
4153,upi,486
4154,upi,1403
4155,wallet,1220
4156,debit_card,4891
4157,credit_card,24245
4158,wallet,14121
4159,credit_card,43880
4160,debit_card,2882
4161,upi,38082
4162,credit_card,45907
4163,debit_card,20140
4164,upi,5176
4165,credit_card,1527
4166,debit_card,18532
4167,credit_card,12021
4168,upi,1202
4169,debit_card,32626
4170,credit_card,44214
4171,upi,26577
4172,debit_card,10075
4173,wallet,837
4174,debit_card,1092
4175,debit_card,2383
4176,credit_card,8392
4177,upi,7817
4178,wallet,14367
4179,upi,1675
4180,credit_card,48495
4181,upi,5489
4182,upi,17361
4183,wallet,3749
4184,debit_card,13357
4185,debit_card,7170
4186,upi,40862
4187,debit_card,1218
4188,debit_card,48327
4189,upi,1767
4190,debit_card,35847
4191,wallet,11953
4192,credit_card,26973
4193,wallet,49509
4194,wallet,43283
4195,credit_card,4150
4196,credit_card,24973
4197,upi,13117
4198,credit_card,1506
4199,credit_card,12630
4200,debit_card,55381
4201,debit_card,724
4202,wallet,21275
4203,credit_card,6789
4204,credit_card,6660
4205,wallet,34212
4206,debit_card,14887
4207,wallet,13445
4208,credit_card,50502
4209,credit_card,18075
4210,upi,6834
4211,wallet,627
4212,upi,11463
4213,credit_card,1069
4214,debit_card,12163
4215,upi,23976
4216,credit_card,62084
4217,upi,6633
4218,upi,14360
4219,upi,44542
4220,debit_card,8412
4221,upi,51604
4222,credit_card,1544
4223,upi,14993
4224,upi,1332
4225,debit_card,3990
4226,debit_card,6378
4227,credit_card,2986
4228,wallet,25144
4229,wallet,58761
4230,upi,10240
4231,credit_card,2487
4232,wallet,1763
4233,upi,8627
4234,wallet,19330
4235,debit_card,39803
4236,upi,54709
4237,upi,10687
4238,upi,24157
4239,credit_card,38454
4240,debit_card,27623
4241,credit_card,51208
4242,wallet,42290
4243,wallet,23918
4244,upi,63781
4245,wallet,1761
4246,credit_card,3944
4247,debit_card,16584
4248,wallet,1398
4249,wallet,38727
4250,debit_card,35759
4251,debit_card,9561
4252,wallet,72035
4253,debit_card,41275
4254,upi,10785
4255,wallet,2352
4256,debit_card,5696
4257,credit_card,4906
4258,debit_card,13384
4259,debit_card,20801
4260,credit_card,7343
4261,debit_card,3173
4262,upi,52465
4263,upi,16977
4264,credit_card,1162
4265,upi,2391
4266,upi,30937
4267,debit_card,2387
4268,upi,52819
4269,wallet,13542
4270,debit_card,13524
4271,upi,13201
4272,upi,8357
4273,wallet,276
4274,wallet,30055
4275,wallet,2447
4276,credit_card,15555
4277,debit_card,9845
4278,credit_card,27530
4279,upi,21805
4280,upi,24425
4281,credit_card,64141
4282,credit_card,22377
4283,upi,4715
4284,debit_card,21172
4285,upi,28068
4286,credit_card,19594
4287,credit_card,59541
4288,wallet,37171
4289,debit_card,47364
4290,upi,8834
4291,credit_card,34895
4292,wallet,15495
4293,credit_card,55917
4294,wallet,42406
4295,wallet,1953
4296,wallet,5310
4297,debit_card,5108
4298,credit_card,43391
4299,credit_card,21533
4300,wallet,46360
4301,credit_card,4195
4302,wallet,63
4303,debit_card,6820
4304,debit_card,3396
4305,credit_card,12347
4306,wallet,1118
4307,credit_card,39456
4308,debit_card,1768
4309,wallet,32075
4310,wallet,5268
4311,credit_card,6029
4312,debit_card,17970
4313,debit_card,1724
4314,wallet,13935
4315,credit_card,80299
4316,credit_card,2698
4317,wallet,107830
4318,debit_card,7630
4319,debit_card,8247
4320,wallet,1947
