order_id,score,review_date
11681,4,2024-12-16
3645,4,2024-05-26
19633,4,2023-04-10
15012,3,2024-12-14
403,4,2022-08-30
659,4,2024-03-29
6351,2,2022-01-29
16069,3,2024-10-28
13254,4,2023-03-18
9381,5,2022-08-06
4927,1,2024-11-08
13098,5,2024-04-03
1088,4,2024-01-27
18120,4,2023-07-29
14871,5,2024-12-12
7698,2,2022-08-06
7317,4,2023-09-11
12521,5,2022-03-28
10096,4,2024-09-20
2288,4,2024-09-20
12435,4,2024-12-25
18018,5,2023-03-23
13189,1,2024-08-19
1838,4,2022-12-01
11211,4,2023-12-14
5835,5,2023-05-21
18110,4,2022-12-19
15960,5,2023-01-15
16853,4,2023-11-25
12579,4,2024-04-24
14025,4,2024-01-26
2679,5,2022-12-25
18847,3,2024-08-27
10745,4,2023-12-11
3121,5,2024-08-08
8345,4,2023-03-28
14589,5,2024-05-24
11387,4,2022-03-25
5240,5,2023-05-01
15026,4,2023-10-21
18920,5,2023-07-13
5466,5,2024-09-18
11141,5,2022-06-26
7035,5,2022-05-22
1909,5,2023-06-20
6357,4,2023-09-03
12777,3,2023-03-07
19129,3,2023-06-15
6432,4,2024-08-24
3973,4,2023-11-25
6346,5,2022-11-28
19087,3,2022-06-23
7731,5,2023-04-25
15803,5,2022-09-03
17063,3,2023-06-08
11684,4,2024-01-27
3661,4,2024-06-28
17399,4,2022-11-01
14607,4,2024-06-05
7626,4,2023-06-07
4733,4,2024-10-28
12742,5,2024-10-11
10103,5,2023-03-28
8605,3,2022-05-16
14124,2,2022-06-26
15712,4,2022-11-14
15508,4,2023-04-23
12248,3,2024-05-10
18831,5,2022-07-07
9226,3,2022-01-27
3120,5,2022-07-16
17157,4,2024-08-03
15455,3,2023-08-28
17523,4,2022-08-17
12028,3,2022-11-05
18955,4,2024-03-23
13259,5,2024-07-13
13261,3,2024-11-20
10168,2,2022-05-08
4762,4,2023-05-24
8981,3,2022-09-29
19194,4,2024-10-29
2308,4,2023-08-10
4817,2,2022-10-11
13685,4,2024-08-22
19203,4,2023-07-10
2427,4,2024-09-15
8678,5,2022-07-29
1968,3,2024-02-13
10718,3,2024-08-08
12661,5,2022-11-18
3322,4,2023-09-13
1261,4,2023-09-19
788,5,2024-01-05
8479,4,2024-11-12
19145,4,2022-09-05
9482,3,2024-10-07
1703,4,2022-08-30
11782,5,2023-09-22
12853,4,2024-12-14
13886,4,2022-04-02
11215,4,2024-02-21
823,5,2024-09-21
4940,5,2023-09-04
11589,1,2023-10-16
12154,3,2022-10-04
18526,4,2022-04-20
33,4,2022-08-01
8606,4,2023-05-10
15637,1,2023-12-12
10660,4,2023-08-26
6443,4,2023-06-15
17938,2,2022-04-20
12009,3,2023-12-25
7446,3,2024-05-04
1989,5,2022-08-06
12209,3,2023-10-09
9941,5,2022-03-29
8806,5,2022-10-29
3906,3,2024-01-15
4481,1,2024-08-08
10173,3,2022-12-14
10874,4,2023-06-05
13900,5,2023-10-25
12532,5,2023-02-07
6198,5,2022-02-14
7028,4,2024-11-29
6780,1,2024-09-06
6078,3,2022-07-20
11906,5,2024-04-02
2999,2,2023-11-24
14071,5,2022-05-24
1133,3,2022-12-07
8957,5,2024-06-28
8374,4,2022-07-20
5732,5,2023-02-04
4341,5,2022-05-24
3291,4,2024-01-20
6904,5,2024-03-20
19071,3,2024-11-16
11192,5,2024-11-18
4440,4,2024-12-03
13908,4,2023-11-09
14520,3,2023-05-18
9494,4,2022-01-08
16829,3,2023-01-28
2519,5,2024-04-16
10802,5,2023-01-23
6437,2,2023-09-24
12274,5,2022-05-27
5333,5,2024-06-24
5507,4,2023-08-16
19258,3,2023-02-04
5864,4,2023-07-05
17786,4,2022-01-09
9169,3,2024-02-17
17679,4,2022-11-08
19385,4,2023-02-23
1231,4,2023-10-30
18643,4,2024-05-05
4211,4,2022-01-09
12972,5,2022-07-10
7960,4,2023-05-23
8303,4,2024-08-21
13460,4,2023-09-25
15810,4,2023-12-27
9919,4,2024-07-19
527,5,2024-06-14
12225,5,2023-09-09
13129,3,2024-09-22
9993,4,2022-06-19
1005,4,2023-03-24
1037,2,2024-07-26
5903,4,2023-12-02
14857,4,2024-10-14
17654,3,2024-08-20
7472,4,2023-12-19
305,4,2023-04-08
1533,4,2022-10-25
11787,4,2024-04-21
18631,1,2022-05-31
19392,3,2022-05-07
6622,4,2022-02-17
1049,5,2023-06-22
2826,5,2024-10-16
4136,3,2024-02-16
9867,5,2024-09-20
18362,1,2024-08-20
15743,5,2022-12-06
11915,5,2022-10-17
6956,2,2023-03-19
12114,4,2022-08-19
7305,5,2023-12-22
7471,1,2022-05-03
8849,4,2022-12-17
14505,4,2022-10-11
5542,5,2024-03-26
298,4,2022-04-16
11128,4,2024-07-17
18184,5,2024-03-20
6359,5,2022-02-22
15764,5,2023-03-10
3145,5,2025-01-02
18728,4,2023-05-11
19331,4,2024-03-21
4692,5,2022-03-15
15830,4,2024-07-29
400,4,2022-03-28
14627,4,2023-10-27
2251,4,2023-06-07
10419,5,2022-07-14
6747,4,2022-11-14
8030,5,2022-06-05
13479,4,2024-11-19
12888,4,2022-03-10
3491,4,2024-07-03
16815,5,2022-02-24
16032,5,2024-08-16
16481,5,2024-07-16
16065,4,2022-07-28
11108,4,2022-08-06
15104,4,2024-01-11
9710,3,2023-07-10
14460,5,2023-09-16
19505,4,2022-09-21
7538,4,2022-10-31
1899,4,2024-02-20
8434,4,2022-05-03
13145,3,2023-03-28
855,4,2023-09-17
3270,4,2023-01-20
15773,5,2023-07-22
14296,4,2024-06-19
5647,5,2023-11-16
3381,4,2024-07-27
19211,5,2022-10-01
1189,3,2023-03-21
13250,4,2023-08-22
1433,3,2024-09-20
99,3,2024-02-22
12743,3,2024-07-13
19926,5,2022-02-20
11455,3,2023-05-11
11370,4,2022-09-11
11527,4,2022-01-14
11447,3,2023-07-12
5127,5,2022-07-02
13420,5,2022-03-15
12478,5,2023-05-02
19698,3,2022-08-28
14,5,2024-12-20
1830,4,2023-01-20
18947,5,2022-09-29
5886,5,2024-10-26
5704,4,2024-02-18
12581,4,2023-10-14
5016,5,2024-12-31
2476,1,2022-11-13
8517,3,2024-11-19
1477,4,2022-11-25
16671,4,2022-01-16
9300,5,2023-04-23
7251,5,2024-03-27
1948,4,2022-04-05
11081,3,2024-04-17
18551,2,2024-03-26
451,4,2023-03-22
17447,5,2024-11-18
326,4,2023-06-13
3333,4,2022-01-18
10013,3,2024-07-08
5446,4,2024-05-06
15352,4,2023-05-03
16916,3,2022-05-05
502,4,2023-05-30
3997,1,2023-01-02
11321,5,2022-02-11
3695,3,2024-12-29
14752,5,2022-07-12
15913,5,2024-12-10
5338,3,2022-06-01
18303,5,2023-05-20
3414,2,2024-05-27
4827,5,2022-07-05
9816,5,2022-03-23
28,4,2022-09-02
1238,5,2023-01-08
10831,5,2024-10-24
10793,5,2023-02-21
18625,5,2024-06-08
17653,5,2023-05-30
15690,4,2024-02-25
15268,5,2023-12-07
10682,2,2022-05-10
16579,3,2023-01-02
5564,4,2023-10-12
3341,4,2024-08-20
12301,3,2023-01-27
19532,4,2023-09-19
17446,4,2023-04-10
17621,4,2022-12-19
4419,3,2022-09-17
15362,3,2022-04-22
11181,4,2022-12-19
2722,4,2022-04-23
4457,3,2023-01-20
18675,3,2022-04-24
15754,4,2022-08-30
9539,4,2024-04-16
19252,5,2024-12-05
19932,4,2024-05-08
19785,4,2023-04-04
6046,5,2024-08-19
1571,1,2022-07-29
17350,4,2023-12-21
632,3,2024-09-26
12693,4,2022-09-08
5847,4,2023-03-08
19379,5,2024-08-15
2760,3,2023-10-08
19508,4,2024-09-06
15615,5,2024-07-27
9466,4,2024-02-06
5914,5,2023-09-24
4903,5,2022-10-31
18231,5,2024-05-25
12705,5,2022-04-27
15131,4,2022-08-14
6638,4,2024-12-29
13450,4,2024-11-26
16877,4,2022-02-08
8576,4,2023-10-28
14569,3,2023-06-03
14653,4,2022-04-25
3892,3,2022-04-19
3413,5,2023-01-23
218,4,2022-05-30
6618,4,2023-09-12
9522,4,2023-02-25
535,4,2023-03-08
11892,4,2023-01-29
6190,4,2022-04-22
3218,3,2023-03-16
5412,4,2024-02-19
5394,5,2024-06-22
12993,5,2022-05-29
11295,4,2023-07-30
5180,5,2023-10-18
11443,1,2023-09-12
8759,4,2022-10-05
15938,3,2023-12-27
14253,2,2023-11-11
9990,3,2023-01-27
1030,4,2023-08-22
1733,5,2022-07-11
10828,4,2023-06-23
6549,5,2023-08-05
8176,3,2023-07-22
5192,4,2024-08-23
16812,5,2022-11-11
6274,5,2023-06-29
4348,5,2024-12-31
3475,3,2023-04-20
8397,4,2022-10-09
11640,3,2025-01-03
9567,5,2024-07-04
7863,4,2022-02-08
14457,4,2024-04-08
3315,4,2023-09-20
4781,3,2022-11-26
14901,4,2023-02-24
14648,5,2024-12-26
11402,3,2022-05-21
17971,1,2023-04-13
14771,4,2024-03-02
8838,5,2022-11-22
8963,3,2023-11-20
14127,5,2022-05-09
420,3,2022-04-03
2803,4,2024-08-13
18301,4,2024-06-18
12156,5,2022-04-07
3539,5,2023-01-13
4938,4,2023-12-11
19884,5,2023-02-19
14221,4,2024-08-13
14561,3,2023-06-30
13848,5,2022-06-12
11291,3,2024-03-08
5467,5,2022-06-23
3072,4,2023-08-05
827,3,2024-12-13
10015,3,2024-02-21
15762,4,2024-09-18
1972,4,2024-06-20
8811,5,2023-08-20
198,4,2023-10-15
11384,4,2022-06-12
17575,4,2024-12-28
5825,4,2022-05-19
12239,5,2023-11-23
1503,5,2024-12-20
16560,5,2022-07-04
1347,5,2022-03-08
15262,4,2023-08-05
631,1,2023-09-01
17881,5,2023-06-19
11231,5,2024-04-08
14600,3,2022-12-19
15794,5,2023-06-01
1287,5,2022-01-08
13577,4,2024-06-23
2683,3,2023-06-21
8550,4,2024-07-13
9308,3,2023-11-30
6422,5,2023-04-01
14217,4,2023-03-28
6612,4,2023-07-02
16606,4,2024-11-02
17732,4,2023-01-19
2431,4,2022-06-16
9675,5,2022-06-14
5798,4,2023-01-12
16002,3,2022-03-12
10122,4,2022-10-29
7228,5,2022-10-14
11834,3,2022-06-01
6661,4,2023-07-22
4662,4,2024-08-07
3372,5,2023-04-01
1280,4,2023-05-15
7752,5,2023-05-30
14220,4,2022-06-24
4313,2,2024-05-25
18861,3,2024-12-08
8964,4,2022-02-15
18905,5,2023-09-30
10845,3,2022-07-01
2824,5,2023-07-13
602,5,2022-12-20
11385,3,2024-08-27
17735,4,2022-05-13
17055,4,2023-10-12
9981,5,2024-02-26
6522,4,2022-06-07
6237,5,2022-09-18
1601,3,2023-05-14
18405,4,2022-07-28
839,4,2022-03-28
13203,4,2024-12-16
17863,5,2024-04-29
106,3,2022-11-23
1000,4,2023-02-09
15999,5,2022-03-17
3504,4,2024-03-11
6863,5,2022-01-27
8922,4,2023-07-26
18918,4,2023-01-24
838,4,2022-12-10
18175,4,2022-08-21
2276,3,2023-01-01
8408,4,2024-11-23
10368,4,2023-03-18
10781,4,2024-12-06
15902,5,2024-05-01
4962,4,2022-09-15
13562,2,2023-03-04
830,4,2024-09-03
256,4,2024-02-14
4222,4,2023-06-08
8634,4,2022-03-15
19666,5,2023-04-21
17118,4,2024-09-20
15342,1,2024-01-12
12437,1,2023-12-21
8629,3,2022-03-23
8854,4,2024-03-27
16295,4,2024-04-27
7994,4,2023-12-02
13553,4,2024-04-22
16428,4,2023-10-04
16457,5,2022-12-30
13771,3,2024-08-04
15988,4,2024-03-30
3692,5,2022-01-29
13364,4,2024-10-04
15711,4,2024-03-12
1642,3,2023-02-22
10919,3,2022-02-23
13316,2,2023-04-13
3974,3,2024-10-20
2097,4,2024-07-15
18223,4,2023-11-29
7206,4,2024-07-29
10169,5,2023-02-06
11663,4,2024-04-30
11651,4,2022-04-05
8211,4,2023-01-14
19049,2,2022-01-14
6632,3,2023-01-12
3551,5,2023-12-12
19687,3,2024-12-01
7219,2,2024-12-23
539,4,2023-04-07
14824,1,2022-11-05
7118,4,2022-05-31
11214,5,2023-10-02
10226,4,2023-02-07
6504,4,2024-09-17
1267,4,2023-11-03
10836,3,2022-12-03
7217,4,2023-07-05
6686,4,2024-07-29
12499,3,2022-02-25
14288,3,2023-12-13
16641,3,2024-10-10
19004,1,2023-08-01
4237,5,2022-12-22
12119,4,2022-08-01
707,5,2024-08-26
4520,4,2024-08-12
11979,4,2024-11-29
18710,4,2023-10-15
1827,5,2024-04-05
11512,5,2023-10-04
6201,4,2022-10-30
10213,4,2024-09-07
12711,4,2022-05-09
7864,4,2024-05-09
17016,4,2024-01-29
6165,4,2022-11-05
2888,4,2022-06-12
6489,1,2022-08-06
19516,3,2023-09-01
10555,4,2024-09-10
16883,2,2023-12-16
7908,5,2022-07-28
16434,5,2023-01-07
18157,4,2022-09-29
2432,3,2023-08-19
11354,4,2022-10-23
18570,4,2022-12-12
13451,3,2023-09-03
11486,4,2024-10-06
3723,2,2023-07-25
13128,4,2023-11-21
702,5,2022-09-09
18196,5,2024-12-30
15269,5,2023-05-20
15642,3,2022-01-11
2269,4,2022-11-30
6579,4,2023-05-13
14320,5,2023-02-02
4248,3,2022-10-28
17802,5,2023-08-29
18475,4,2023-03-26
14765,3,2024-09-20
16474,5,2024-11-27
18569,4,2023-04-25
8344,3,2022-04-25
18429,5,2023-08-29
4675,5,2024-12-20
15220,2,2024-05-23
5590,4,2022-12-04
12663,4,2024-06-15
4007,5,2022-08-02
12724,4,2024-09-20
4899,4,2022-06-02
13873,3,2022-01-18
8587,2,2022-11-21
8163,5,2023-08-20
16551,1,2022-12-25
12542,5,2022-02-11
1170,4,2023-06-12
10520,5,2022-10-19
11383,5,2022-12-24
14515,3,2022-03-08
3531,4,2024-01-19
3820,4,2023-01-22
7394,4,2022-12-09
11673,4,2024-04-28
14372,4,2023-05-14
1509,4,2024-09-08
13159,1,2024-07-11
19744,4,2024-01-30
4016,4,2023-06-17
18302,4,2022-10-11
17724,5,2024-04-13
6099,3,2022-08-01
4163,3,2024-01-20
13883,5,2023-10-31
10502,3,2022-04-18
18183,4,2024-06-13
17987,4,2024-12-03
6380,5,2023-05-14
17590,3,2022-06-21
18262,4,2022-09-17
5100,5,2022-12-31
1844,1,2022-03-30
10922,5,2023-07-28
10905,3,2023-12-28
5552,5,2023-07-07
1933,3,2024-05-24
16547,4,2023-12-04
9749,5,2024-05-19
16366,5,2022-07-23
3845,4,2024-10-10
1029,4,2024-03-08
19818,5,2024-06-04
17226,4,2022-07-13
10889,3,2022-07-11
17829,4,2022-07-12
7321,4,2023-11-20
10565,4,2023-11-25
2967,4,2022-05-11
7502,4,2023-03-20
14609,4,2023-01-09
19920,4,2023-07-01
12299,3,2023-12-04
12431,5,2023-03-06
4590,5,2022-01-08
17930,3,2024-09-21
8313,5,2024-06-07
19408,4,2023-03-15
3190,3,2024-01-04
9956,4,2023-05-18
17221,4,2023-05-17
4461,5,2024-01-21
11823,5,2025-01-03
17321,5,2022-12-01
17233,4,2023-09-10
10756,3,2024-01-08
14427,3,2022-08-31
8424,4,2023-08-08
7884,4,2024-07-14
1901,3,2024-04-26
19921,5,2022-02-15
19388,4,2023-12-02
14674,4,2023-11-09
14511,4,2022-06-16
6822,3,2023-03-23
5184,4,2024-01-06
44,4,2023-07-01
12552,4,2024-04-30
8884,5,2024-10-10
8741,4,2024-01-08
1269,5,2022-05-24
8464,4,2023-01-18
2984,4,2024-12-09
15971,4,2023-12-28
3947,4,2024-04-16
11033,5,2022-10-08
1058,5,2023-01-17
7485,3,2022-02-05
10932,5,2023-10-22
16592,4,2024-09-30
11963,4,2023-11-13
4512,4,2024-05-09
3457,4,2023-10-31
344,4,2023-03-29
19747,5,2023-08-06
8366,4,2023-08-18
5352,3,2024-06-04
12874,4,2024-01-19
8536,4,2024-09-12
8044,3,2023-03-23
638,4,2024-07-01
18973,4,2024-07-31
5739,3,2023-07-17
10487,5,2023-07-23
4527,3,2023-10-10
14984,3,2024-02-09
6831,4,2024-12-10
14034,3,2022-02-16
3331,4,2024-04-30
17809,5,2022-03-16
18782,4,2024-10-22
6135,4,2024-03-18
3248,4,2023-01-22
4784,4,2024-05-24
18776,3,2022-11-27
8146,2,2022-03-18
10383,4,2024-06-13
14002,5,2024-04-21
9806,3,2024-01-11
2413,4,2024-07-24
11238,4,2024-05-05
6652,4,2022-01-17
3454,4,2022-01-07
11644,5,2024-11-08
10401,4,2023-07-05
14477,4,2022-09-11
11429,4,2022-02-25
14096,3,2022-06-28
8834,4,2024-10-17
11478,3,2024-02-16
12906,4,2024-12-15
2098,4,2024-04-24
11837,4,2024-02-24
2813,5,2022-09-28
11288,5,2024-05-01
11767,5,2022-12-28
4634,4,2024-06-10
5029,4,2023-11-06
19398,3,2023-04-27
3769,3,2023-09-20
19296,4,2022-11-04
10002,5,2023-05-21
5437,4,2023-02-05
2099,4,2022-06-19
8940,5,2023-12-04
7598,4,2022-09-19
18901,4,2023-04-05
8461,5,2022-08-23
15497,5,2022-04-21
8357,5,2022-11-11
5697,4,2024-03-25
15461,4,2024-09-08
16034,4,2023-03-03
18542,4,2024-04-06
13904,2,2022-06-18
19815,4,2024-03-18
18716,5,2023-11-15
2005,5,2024-04-24
9037,4,2022-03-07
5038,5,2023-03-28
4347,4,2023-11-27
14790,5,2024-05-17
12330,5,2022-03-17
12092,5,2022-04-08
11438,4,2024-11-20
10298,2,2024-10-16
1073,3,2022-02-27
8706,4,2022-05-11
17143,3,2024-08-07
2868,3,2023-12-18
18141,4,2023-07-08
6367,5,2022-06-23
97,5,2023-04-12
5943,5,2023-11-15
19428,3,2023-08-20
3674,4,2023-10-08
2244,4,2023-08-08
17521,4,2024-07-08
16747,3,2023-03-14
17043,5,2024-12-19
2716,5,2024-02-12
5953,3,2022-02-05
13959,5,2024-02-19
5970,4,2024-09-08
1242,4,2023-01-23
1982,3,2022-02-14
14903,5,2022-04-06
13987,3,2022-09-21
4983,3,2023-01-26
14938,3,2022-09-28
2208,5,2024-01-21
13067,4,2024-01-19
14812,5,2024-10-03
11774,4,2023-03-10
18292,4,2022-11-03
17432,3,2022-11-01
16151,4,2024-07-13
11391,3,2024-12-20
981,4,2024-06-01
2997,3,2023-03-25
7958,5,2022-07-23
18226,4,2023-06-06
11694,3,2023-04-15
12949,2,2023-08-20
1769,4,2023-11-04
12642,2,2023-01-23
8221,4,2023-09-17
11816,4,2024-07-02
2557,4,2022-04-13
14809,5,2023-04-18
9174,5,2023-09-18
1500,4,2022-09-13
10986,3,2023-05-30
5262,4,2022-11-18
14048,5,2023-11-13
386,4,2024-07-15
1450,4,2022-04-06
12988,4,2022-04-09
17329,4,2023-12-03
7337,5,2024-03-28
9553,5,2022-10-11
9159,5,2022-09-19
2522,4,2022-06-05
11735,5,2022-09-09
17531,3,2024-06-18
15147,5,2022-05-05
2839,5,2024-09-08
10109,5,2024-12-17
372,4,2022-02-13
14463,5,2024-09-10
13012,5,2022-03-09
16204,5,2023-09-03
7669,4,2022-09-30
17902,3,2024-07-05
15443,5,2024-06-06
15862,4,2023-02-06
18381,4,2022-10-02
2168,3,2024-05-20
1008,3,2024-04-06
12067,4,2024-05-18
6586,4,2024-09-28
18315,3,2023-05-19
12704,3,2022-12-21
3093,4,2024-08-18
19701,5,2023-05-28
17359,4,2022-07-20
9838,4,2022-12-20
7881,2,2023-12-06
5502,5,2024-07-28
12107,4,2022-03-02
3281,5,2023-07-15
5814,4,2024-09-25
2911,4,2022-06-21
16819,3,2023-08-16
7268,2,2024-07-01
18623,4,2022-10-14
3200,4,2023-01-26
18139,4,2023-02-20
13854,5,2022-11-19
6589,5,2023-09-02
67,4,2022-08-07
17815,4,2023-07-02
18440,5,2022-03-26
15378,5,2022-12-20
5157,4,2022-05-14
324,5,2022-01-04
15647,5,2024-01-08
4437,4,2024-06-12
5810,5,2024-02-11
16272,4,2023-07-04
6252,4,2024-02-25
11641,5,2024-02-26
6172,3,2023-08-29
19336,4,2023-01-11
15589,4,2023-04-08
14164,5,2024-08-10
8095,5,2022-06-23
444,4,2024-08-15
6029,3,2023-06-22
1466,5,2024-08-26
10648,3,2022-08-18
17920,5,2022-06-02
1239,4,2023-03-29
5433,4,2024-03-18
1221,1,2024-06-24
7524,3,2024-02-06
15368,4,2024-10-17
8155,3,2022-04-04
9511,4,2022-04-22
4844,5,2022-03-11
973,4,2024-07-19
3743,2,2023-08-08
15019,4,2024-08-02
14215,4,2024-05-18
3290,4,2023-04-22
5123,3,2024-06-21
5303,5,2024-07-07
3902,4,2023-12-29
18770,4,2022-06-16
897,4,2024-02-14
6644,3,2023-06-15
6410,4,2024-12-24
18611,5,2023-06-28
1183,4,2024-06-17
8851,4,2023-11-30
8282,4,2022-06-17
5277,4,2024-09-03
19337,4,2023-06-28
12194,4,2024-01-11
8487,4,2022-03-04
2151,4,2023-04-02
2662,3,2022-07-03
13089,3,2023-06-26
8943,3,2023-08-11
15301,3,2022-02-20
13156,5,2022-03-16
15098,5,2022-11-02
4265,1,2024-02-12
4604,4,2023-03-22
15332,5,2023-10-03
1540,3,2024-07-29
292,5,2022-02-20
16959,1,2023-11-27
18644,4,2022-02-27
1139,5,2022-05-29
18349,3,2023-09-27
6920,3,2022-09-07
11875,3,2023-05-27
4679,2,2022-06-02
16775,5,2022-07-31
2190,5,2024-10-22
9835,5,2023-10-13
15924,4,2022-02-04
19796,4,2023-10-26
18592,4,2023-01-05
10306,4,2024-08-06
14335,4,2024-11-04
13265,4,2023-03-14
3617,4,2022-05-16
17858,2,2023-02-13
3094,4,2022-05-05
6005,4,2024-01-12
11296,5,2024-06-24
16245,5,2022-04-25
6000,4,2022-11-20
2035,5,2023-11-21
6361,4,2024-08-10
5428,3,2023-03-09
14033,4,2023-03-20
6426,5,2022-05-22
2835,5,2024-03-22
13273,3,2024-01-08
6790,4,2024-09-05
284,4,2022-12-12
984,5,2023-08-16
5177,3,2023-03-01
5952,4,2024-11-21
250,5,2023-09-25
1721,5,2023-03-13
18966,4,2022-06-29
11638,5,2024-01-04
13972,1,2022-10-20
8184,4,2024-04-27
8726,3,2022-05-09
1462,1,2022-07-10
7441,3,2024-12-12
1358,4,2023-09-21
8867,5,2024-08-06
18605,4,2023-04-16
5161,5,2022-11-16
4081,4,2023-03-22
10470,4,2024-03-13
8891,5,2023-08-12
8786,5,2024-10-30
18426,4,2022-03-04
10835,5,2023-03-23
12998,4,2022-09-14
6631,4,2023-03-22
8444,4,2024-05-01
7064,5,2024-05-05
8597,4,2022-11-17
4866,5,2023-04-03
14873,2,2022-11-02
8141,5,2022-02-20
3468,5,2024-10-01
9001,5,2024-02-19
1647,4,2022-11-19
4627,4,2024-10-01
11069,5,2024-08-20
17743,4,2023-07-19
9393,5,2024-05-21
11709,4,2024-09-07
18371,4,2023-01-12
17865,4,2022-06-06
15833,4,2022-11-01
13197,4,2022-03-25
12629,4,2022-10-04
12925,4,2024-06-14
18069,4,2023-08-03
16167,3,2024-04-14
30,3,2022-02-17
11534,5,2024-11-16
9590,4,2024-12-09
12439,4,2022-12-21
10276,4,2023-10-20
5390,3,2022-05-10
17995,5,2022-03-28
8297,4,2023-10-17
1102,4,2022-01-04
15333,3,2022-12-29
16514,5,2024-07-03
16484,4,2023-08-13
19451,5,2023-07-31
10963,4,2023-01-17
15886,5,2022-07-18
8355,4,2023-11-21
121,4,2022-03-24
19341,5,2023-12-28
10972,3,2022-06-27
17812,4,2023-11-03
7597,5,2024-05-17
19359,4,2024-03-11
19007,4,2024-09-01
16105,3,2024-09-29
837,4,2024-10-04
9485,4,2023-01-17
5568,5,2022-09-08
10377,5,2022-06-17
10880,5,2023-10-30
16244,3,2023-06-10
6066,4,2024-09-17
3715,3,2024-01-11
2885,4,2023-03-12
7671,5,2023-06-27
4545,5,2022-01-20
2510,5,2024-10-17
1555,4,2024-09-11
1882,5,2022-11-22
14114,5,2024-07-10
13607,2,2022-04-11
17011,4,2022-09-26
6654,4,2022-12-12
8659,4,2022-12-13
13056,5,2024-05-14
7426,1,2022-03-17
9356,3,2024-02-09
10337,5,2022-05-11
10161,4,2024-06-11
18412,4,2024-07-01
8495,5,2024-10-15
11745,5,2023-08-22
18325,4,2023-11-02
1592,4,2022-11-14
17429,4,2022-11-07
12222,5,2022-02-28
14088,4,2023-03-28
8447,3,2023-11-02
12886,4,2024-06-04
6959,3,2024-11-24
1670,4,2024-02-04
12372,3,2023-12-07
2892,4,2024-09-06
4458,4,2024-08-02
804,4,2024-12-26
17587,3,2023-03-06
817,3,2023-05-27
1350,4,2022-11-22
10750,5,2024-03-18
4624,4,2022-02-11
9777,5,2023-01-26
3916,4,2022-06-23
3532,4,2022-02-05
14194,4,2023-03-13
8556,4,2024-11-13
925,4,2023-12-10
10687,4,2024-07-28
3979,5,2023-04-28
19427,5,2024-05-12
16670,4,2023-09-17
1813,5,2022-11-03
5360,2,2022-04-08
14209,3,2024-08-28
19378,4,2023-08-08
14452,4,2024-11-16
687,3,2025-01-05
11507,4,2024-11-21
10712,4,2023-09-25
4898,4,2022-03-18
18479,2,2023-06-22
5296,4,2024-02-17
4432,4,2023-03-23
14455,4,2022-02-14
7486,3,2024-01-07
17847,4,2022-04-14
14573,4,2024-01-17
7137,5,2022-02-14
5293,3,2023-05-04
15202,4,2023-02-11
1095,3,2023-03-25
7716,1,2024-12-11
2902,5,2022-03-11
1126,4,2024-10-16
17799,4,2022-01-27
10442,5,2023-06-22
17163,4,2023-11-11
1612,3,2022-09-18
5295,5,2022-11-25
3039,4,2022-11-04
14738,3,2023-07-27
3477,5,2022-06-08
7981,4,2023-09-16
10039,3,2022-06-22
18156,3,2023-12-04
17005,5,2022-03-16
16901,5,2024-10-10
7331,5,2023-04-28
4452,3,2022-06-13
15708,4,2024-04-03
9358,4,2023-09-14
18043,3,2024-06-25
9252,5,2022-04-22
7796,3,2024-11-28
9096,3,2022-11-26
18247,4,2023-10-31
6375,5,2023-11-22
1479,4,2023-07-19
774,3,2022-08-05
14840,4,2023-04-13
13241,5,2024-11-09
3533,3,2024-03-02
6333,5,2024-10-05
11560,4,2024-03-23
9112,4,2022-08-20
1868,4,2022-09-29
10400,3,2022-09-06
10230,4,2023-03-24
11352,4,2022-05-11
5070,3,2024-08-09
15442,4,2023-12-09
3547,5,2022-04-23
8909,4,2022-09-01
6414,4,2022-06-06
18805,3,2024-03-04
13560,5,2024-03-06
18122,4,2022-02-17
1676,4,2022-04-25
4596,5,2022-01-28
19230,4,2024-12-15
11648,4,2022-06-19
10237,4,2023-08-27
10947,5,2023-12-29
468,4,2023-11-07
18667,4,2024-05-18
3876,4,2022-08-20
11557,4,2024-12-04
11406,4,2024-04-07
1422,1,2023-05-03
18396,4,2022-09-09
5015,3,2023-01-01
14920,3,2023-05-26
12261,5,2024-02-16
8379,4,2022-09-10
15234,5,2024-01-29
5761,3,2023-09-25
15839,4,2024-01-27
15297,3,2023-03-01
15222,3,2023-04-29
13454,5,2024-03-11
6398,3,2022-08-15
906,4,2024-11-19
11268,4,2024-08-01
1150,3,2024-10-01
2033,4,2023-05-12
14447,4,2024-11-27
16673,5,2024-01-03
4085,2,2022-01-16
1403,3,2022-11-27
5677,5,2022-10-10
12097,5,2023-03-11
212,4,2023-06-21
14659,4,2022-02-26
10882,2,2022-02-11
19765,5,2022-09-26
18848,4,2022-03-11
15164,4,2023-05-01
12210,4,2022-05-31
17875,3,2023-03-23
16364,4,2023-08-19
6738,5,2024-11-14
5449,4,2023-06-27
4535,4,2024-12-28
9434,1,2024-07-13
10353,3,2024-04-16
6150,5,2023-11-10
11571,3,2023-06-17
45,4,2023-12-16
10896,4,2024-12-14
1713,2,2022-03-01
11629,4,2024-11-28
6244,1,2023-12-16
3242,5,2022-09-30
2271,2,2023-07-24
17469,4,2023-12-12
11038,5,2023-07-03
