order_id,product_id,quantity,price,freight_value
1439,250,2,1311,65.55
1439,178,1,984,49.2
1439,38,2,16967,848.35
1440,113,1,9011,450.55
1441,215,1,1278,63.9
1441,55,3,47906,2395.3
1442,183,3,1604,80.2
1442,147,1,3590,179.5
1442,179,1,3399,169.95
1442,284,1,1531,76.55
1443,273,1,492,24.6
1443,52,3,45469,2273.45
1443,249,3,592,29.6
1443,131,3,2514,125.7
1444,211,2,1126,56.3
1444,106,2,8682,434.1
1444,51,1,32452,1622.6
1444,222,1,202,10.1
1445,167,3,5874,293.7
1446,165,3,1926,96.3
1446,241,1,862,43.1
1447,214,2,1334,66.7
1447,91,2,3454,172.7
1447,230,2,1790,89.5
1447,137,1,2044,102.2
1448,96,2,10392,519.6
1448,130,1,3821,191.05
1448,53,2,38294,1914.7
1448,45,3,38883,1944.15
1449,230,2,1896,94.8
1450,17,3,25493,1274.65
1451,33,3,3750,187.5
1451,238,1,238,11.9
1452,36,2,17430,871.5
1453,24,2,32647,1632.35
1453,148,1,4694,234.7
1453,2,3,43562,2178.1
1453,203,2,420,21.0
1454,137,2,2100,105.0
1454,127,3,4031,201.55
1455,59,3,46871,2343.55
1455,5,3,42439,2121.95
1455,275,1,1036,51.8
1455,106,2,12026,601.3
1456,169,2,3625,181.25
1456,244,2,2135,106.75
1457,247,2,2299,114.95
1457,229,2,1117,55.85
1457,278,2,2415,120.75
1458,139,1,5665,283.25
1458,43,2,25943,1297.15
1459,20,1,22321,1116.05
1459,264,3,1111,55.55
1459,113,2,13615,680.75
1460,252,2,977,48.85
1460,136,1,6483,324.15
1461,24,3,11632,581.6
1461,248,3,1083,54.15
1461,195,3,1306,65.3
1462,291,3,527,26.35
1463,174,3,6281,314.05
1463,280,1,1913,95.65
1463,192,1,1847,92.35
1463,216,1,247,12.35
1464,198,3,795,39.75
1464,131,2,3810,190.5
1464,23,3,34804,1740.2
1464,236,3,975,48.75
1465,158,2,576,28.8
1465,207,3,1066,53.3
1466,141,1,5703,285.15
1466,145,3,1935,96.75
1466,128,1,2605,130.25
1466,44,1,35578,1778.9
1467,163,3,3553,177.65
1467,129,3,5129,256.45
1468,272,2,2955,147.75
1468,34,1,40072,2003.6
1468,245,1,448,22.4
1469,245,3,1123,56.15
1470,231,1,254,12.7
1471,87,3,13582,679.1
1472,196,2,1884,94.2
1472,79,2,10857,542.85
1473,263,1,1055,52.75
1473,28,1,5871,293.55
1473,38,2,39492,1974.6
1473,178,3,2166,108.3
1474,252,3,2601,130.05
1474,148,3,5445,272.25
1474,172,2,1559,77.95
1475,89,1,1265,63.25
1475,38,3,16901,845.05
1475,146,1,1603,80.15
1476,134,3,1541,77.05
1476,51,3,15636,781.8
1477,276,3,1880,94.0
1478,105,1,13866,693.3
1478,167,2,765,38.25
1478,103,2,1998,99.9
1479,10,3,15417,770.85
1479,68,2,4094,204.7
1479,267,1,708,35.4
1479,274,1,205,10.25
1480,251,1,2533,126.65
1480,148,1,6315,315.75
1480,62,1,11975,598.75
1481,222,1,1825,91.25
1481,144,1,5655,282.75
1482,197,2,1680,84.0
1482,156,1,1524,76.2
1483,167,1,6045,302.25
1483,91,3,9565,478.25
1483,197,1,1579,78.95
1484,67,1,4179,208.95
1484,148,2,3329,166.45
1484,282,1,1589,79.45
1485,249,2,2449,122.45
1485,146,3,3653,182.65
1485,37,2,45707,2285.35
1486,217,2,788,39.4
1486,228,3,1264,63.2
1486,245,1,228,11.4
1487,116,2,7033,351.65
1487,271,2,1345,67.25
1488,127,3,1320,66.0
1488,257,2,1599,79.95
1489,45,2,18105,905.25
1489,27,3,32701,1635.05
1489,67,2,8360,418.0
1490,137,3,2710,135.5
1490,67,1,4528,226.4
1490,223,1,1022,51.1
1490,297,1,1007,50.35
1491,222,2,162,8.1
1491,260,1,1184,59.2
1491,68,3,1488,74.4
1491,252,1,1935,96.75
1492,276,1,829,41.45
1493,207,1,1522,76.1
1493,83,1,4934,246.7
1493,139,3,4181,209.05
1493,95,2,7396,369.8
1494,162,3,7975,398.75
1495,86,1,3779,188.95
1495,100,2,13145,657.25
1495,139,1,7971,398.55
1496,22,3,9038,451.9
1496,198,2,1701,85.05
1496,149,3,2819,140.95
1497,144,2,5325,266.25
1498,61,2,8434,421.7
1498,101,3,10452,522.6
1499,134,2,7948,397.4
1500,261,2,2890,144.5
1501,58,1,11504,575.2
1501,55,3,44904,2245.2
1501,264,2,2189,109.45
1502,100,2,8175,408.75
1502,152,1,5884,294.2
1503,87,2,13728,686.4
1503,183,3,1055,52.75
1503,114,1,5519,275.95
1503,289,1,1697,84.85
1504,267,1,2490,124.5
1505,200,3,745,37.25
1505,52,3,34979,1748.95
1505,26,3,33660,1683.0
1505,57,1,31145,1557.25
1506,129,2,4979,248.95
1507,232,3,582,29.1
1507,35,2,34239,1711.95
1507,179,1,3093,154.65
1507,231,1,1858,92.9
1508,233,3,352,17.6
1508,67,2,13303,665.15
1508,210,2,1306,65.3
1508,257,2,374,18.7
1509,52,3,39346,1967.3
1509,82,3,10263,513.15
1509,179,2,3328,166.4
1509,100,2,1876,93.8
1510,225,1,172,8.6
1510,298,3,819,40.95
1510,57,1,42614,2130.7
1511,21,2,11813,590.65
1511,74,2,7934,396.7
1511,134,2,2273,113.65
1511,150,2,3663,183.15
1512,239,3,383,19.15
1513,261,1,1877,93.85
1513,259,2,1379,68.95
1513,155,2,2896,144.8
1514,67,1,14506,725.3
1514,230,1,1816,90.8
1514,172,3,6915,345.75
1515,37,2,24495,1224.75
1515,10,2,40142,2007.1
1515,53,1,35775,1788.75
1515,30,3,39510,1975.5
1516,2,2,8118,405.9
1516,41,1,30851,1542.55
1517,80,2,10963,548.15
1517,245,2,1455,72.75
1517,9,3,11054,552.7
1518,164,2,3600,180.0
1518,264,1,954,47.7
1518,227,3,56,2.8
1519,154,2,2933,146.65
1519,100,2,11091,554.55
1519,192,3,501,25.05
1520,63,2,13176,658.8
1520,91,3,5097,254.85
1520,20,2,16812,840.6
1520,6,2,22034,1101.7
1521,66,3,11857,592.85
1522,209,3,1572,78.6
1522,36,3,30158,1507.9
1522,59,1,37912,1895.6
1522,219,3,1101,55.05
1523,243,1,2582,129.1
1523,55,3,30115,1505.75
1523,23,1,33812,1690.6
1524,50,3,30672,1533.6
1524,47,3,28002,1400.1
1524,133,1,6039,301.95
1525,191,1,1190,59.5
1525,177,1,3560,178.0
1525,283,2,1085,54.25
1526,190,3,1694,84.7
1527,137,3,1456,72.8
1527,265,2,1857,92.85
1527,292,2,2118,105.9
1527,8,3,38693,1934.65
1528,9,1,39643,1982.15
1529,254,2,2065,103.25
1529,86,1,7347,367.35
1529,70,2,7990,399.5
1529,264,1,912,45.6
1530,31,1,12907,645.35
1531,195,1,1314,65.7
1532,39,1,12552,627.6
1533,293,2,572,28.6
1534,73,1,1013,50.65
1534,23,1,30356,1517.8
1534,173,2,2612,130.6
1535,13,1,2006,100.3
1535,32,1,42453,2122.65
1535,166,2,2167,108.35
1536,65,1,14873,743.65
1536,179,2,2784,139.2
1537,237,1,669,33.45
1537,187,2,1716,85.8
1538,187,2,159,7.95
1538,39,3,28217,1410.85
1539,155,3,5916,295.8
1539,233,1,1722,86.1
1539,84,3,5722,286.1
1539,161,1,4709,235.45
1540,63,1,13769,688.45
1540,292,1,439,21.95
1541,9,3,32496,1624.8
1541,151,1,5235,261.75
1541,144,3,5884,294.2
1541,18,2,20692,1034.6
1542,179,2,5046,252.3
1542,90,2,6014,300.7
1543,29,1,18595,929.75
1543,260,2,793,39.65
1543,281,3,205,10.25
1543,121,1,4661,233.05
1544,3,3,26313,1315.65
1544,141,3,4083,204.15
1544,44,1,2243,112.15
1544,158,3,7041,352.05
1545,145,1,4989,249.45
1546,278,2,1347,67.35
1547,221,3,1239,61.95
1547,21,2,4862,243.1
1547,251,2,557,27.85
1548,259,3,2317,115.85
1548,148,1,4455,222.75
1548,12,3,26442,1322.1
1549,167,1,7578,378.9
1550,29,3,44660,2233.0
1551,74,1,8155,407.75
1551,203,3,719,35.95
1552,4,1,44202,2210.1
1553,175,2,1168,58.4
1553,155,3,4513,225.65
1553,285,1,1592,79.6
1554,41,2,24935,1246.75
1554,1,1,14417,720.85
1554,170,1,2180,109.0
1554,218,2,1151,57.55
1555,212,2,723,36.15
1556,158,2,4922,246.1
1556,151,3,2470,123.5
1557,101,2,9025,451.25
1557,298,2,1884,94.2
1558,277,3,678,33.9
1558,20,1,41549,2077.45
1558,282,1,911,45.55
1558,101,3,3583,179.15
1559,229,1,1197,59.85
1559,297,3,2461,123.05
1559,129,3,3956,197.8
1559,86,1,12497,624.85
1560,290,2,302,15.1
1560,277,3,2808,140.4
1560,52,2,22266,1113.3
1560,43,1,12304,615.2
1561,243,3,744,37.2
1561,135,3,1031,51.55
1561,22,2,34395,1719.75
1562,246,1,2824,141.2
1562,52,2,37336,1866.8
1562,206,3,521,26.05
1563,17,2,34598,1729.9
1563,278,3,1830,91.5
1564,8,1,49327,2466.35
1564,55,1,10132,506.6
1564,300,2,878,43.9
1565,212,3,1302,65.1
1566,257,1,2949,147.45
1566,234,2,1386,69.3
1566,275,2,1205,60.25
1566,139,3,3707,185.35
1567,264,1,2221,111.05
1567,152,1,2626,131.3
1567,229,3,265,13.25
1568,250,2,1130,56.5
1568,18,2,29773,1488.65
1568,181,1,307,15.35
1569,295,2,1813,90.65
1570,246,3,700,35.0
1570,158,2,7123,356.15
1571,280,2,1453,72.65
1571,8,3,46710,2335.5
1572,204,1,1599,79.95
1573,258,3,1508,75.4
1573,275,3,2519,125.95
1573,250,1,1815,90.75
1573,271,3,2024,101.2
1574,252,3,1169,58.45
1574,163,1,6900,345.0
1574,209,2,390,19.5
1574,137,2,589,29.45
1575,245,3,2955,147.75
1575,69,2,3010,150.5
1575,74,1,9530,476.5
1575,166,3,5956,297.8
1576,271,1,2283,114.15
1576,128,2,4170,208.5
1576,263,2,557,27.85
1577,212,3,857,42.85
1578,187,3,1821,91.05
1579,118,3,1258,62.9
1579,169,2,2038,101.9
1579,280,3,535,26.75
1580,44,1,31542,1577.1
1580,85,1,1117,55.85
1580,176,2,5367,268.35
1581,284,2,1886,94.3
1581,255,2,743,37.15
1581,59,1,36098,1804.9
1582,109,1,9366,468.3
1582,226,3,1892,94.6
1582,21,1,7597,379.85
1583,291,1,1718,85.9
1583,53,2,28259,1412.95
1583,258,1,1491,74.55
1584,23,3,21629,1081.45
1584,224,3,1815,90.75
1585,199,3,884,44.2
1585,14,2,11977,598.85
1585,167,1,405,20.25
1586,192,3,1108,55.4
1586,30,3,24256,1212.8
1587,211,2,1912,95.6
1587,294,3,1921,96.05
1587,104,3,5189,259.45
1587,163,1,7517,375.85
1588,90,1,11388,569.4
1588,192,1,1957,97.85
1588,87,1,9411,470.55
1589,190,2,1102,55.1
1589,102,3,5300,265.0
1589,180,1,6802,340.1
1590,3,2,16687,834.35
1590,131,1,7460,373.0
1591,60,3,22534,1126.7
1591,133,2,5410,270.5
1592,3,1,7505,375.25
1592,164,2,6537,326.85
1592,133,1,6094,304.7
1593,60,3,36219,1810.95
1593,150,2,7532,376.6
1593,201,1,1590,79.5
1593,126,3,413,20.65
1594,243,2,1799,89.95
1595,62,3,8148,407.4
1595,295,3,591,29.55
1595,185,1,1299,64.95
1596,65,3,1075,53.75
1596,243,1,642,32.1
1597,260,3,1983,99.15
1598,206,3,1747,87.35
1598,59,3,14248,712.4
1599,253,2,1626,81.3
1600,214,1,625,31.25
1600,236,3,1841,92.05
1600,188,3,1499,74.95
1600,19,1,45003,2250.15
1601,179,3,5067,253.35
1601,126,3,6956,347.8
1602,269,3,239,11.95
1602,206,3,1575,78.75
1602,29,3,33360,1668.0
1602,136,1,7238,361.9
1603,162,1,5310,265.5
1603,156,1,1722,86.1
1603,84,2,736,36.8
1604,84,3,1589,79.45
1604,202,1,379,18.95
1604,94,3,10275,513.75
1604,142,3,5505,275.25
1605,170,2,5985,299.25
1605,89,2,3222,161.1
1605,270,2,1226,61.3
1605,285,1,2950,147.5
1606,17,3,36987,1849.35
1606,120,2,3953,197.65
1606,152,3,5392,269.6
1606,80,2,13606,680.3
1607,68,1,7946,397.3
1607,130,2,5754,287.7
1607,116,1,2113,105.65
1608,106,1,14549,727.45
1609,230,2,1177,58.85
1610,24,2,47886,2394.3
1610,22,3,2355,117.75
1610,49,1,39313,1965.65
1611,231,1,128,6.4
1611,135,2,5350,267.5
1611,283,1,1066,53.3
1611,36,3,26073,1303.65
1612,299,1,2023,101.15
1612,38,1,28244,1412.2
1612,95,2,5045,252.25
1613,259,1,1504,75.2
1614,290,1,1790,89.5
1614,31,1,47482,2374.1
1615,16,1,4172,208.6
1615,84,1,7468,373.4
1615,35,1,10088,504.4
1616,267,3,2854,142.7
1616,203,2,421,21.05
1616,134,3,344,17.2
1616,80,2,2181,109.05
1617,66,1,1241,62.05
1617,189,3,1928,96.4
1617,123,2,7091,354.55
1617,197,1,68,3.4
1618,273,3,1167,58.35
1618,296,2,1523,76.15
1618,243,3,2448,122.4
1618,126,3,4064,203.2
1619,175,1,3093,154.65
1619,147,3,5003,250.15
1619,158,1,1072,53.6
1620,9,1,28304,1415.2
1621,222,3,917,45.85
1622,231,1,1034,51.7
1622,54,1,36843,1842.15
1622,70,1,2826,141.3
1622,80,2,9395,469.75
1623,181,2,1775,88.75
1623,244,3,227,11.35
1624,263,2,2980,149.0
1624,269,1,334,16.7
1625,296,1,2120,106.0
1626,4,2,31376,1568.8
1626,214,1,637,31.85
1626,131,1,399,19.95
1627,285,1,1738,86.9
1628,99,1,928,46.4
1628,96,2,2818,140.9
1628,92,1,1999,99.95
1628,261,2,1238,61.9
1629,275,2,1116,55.8
1629,204,3,681,34.05
1630,217,3,909,45.45
1630,183,3,1104,55.2
1630,184,3,934,46.7
1631,272,1,2171,108.55
1631,107,2,4665,233.25
1632,162,1,3932,196.6
1633,174,1,3847,192.35
1633,259,3,1557,77.85
1633,22,3,41439,2071.95
1634,294,3,2594,129.7
1634,41,2,39040,1952.0
1634,155,2,4618,230.9
1634,259,1,737,36.85
1635,155,3,7166,358.3
1635,244,1,1568,78.4
1635,294,2,1749,87.45
1636,254,1,2290,114.5
1636,93,2,4281,214.05
1637,15,1,36245,1812.25
1638,37,1,13237,661.85
1638,35,3,15829,791.45
1638,49,3,7366,368.3
1639,69,3,2767,138.35
1639,54,2,46785,2339.25
1639,37,2,48351,2417.55
1639,28,1,48756,2437.8
1640,150,2,4854,242.7
1640,262,3,1243,62.15
1641,45,3,37319,1865.95
1641,152,1,1826,91.3
1642,238,1,1666,83.3
1643,184,3,1432,71.6
1644,122,3,7475,373.75
1644,243,3,2703,135.15
1644,133,1,6801,340.05
1644,71,1,2754,137.7
1645,299,3,1980,99.0
1646,12,2,48882,2444.1
1646,234,1,1814,90.7
1646,178,2,1918,95.9
1647,295,2,2037,101.85
1648,206,2,1474,73.7
1648,188,2,1751,87.55
1648,280,2,2419,120.95
1648,8,2,43227,2161.35
1649,264,3,628,31.4
1649,74,2,10380,519.0
1649,237,1,982,49.1
1649,246,1,1444,72.2
1650,270,3,572,28.6
1650,121,2,7262,363.1
1650,150,3,1250,62.5
1651,68,2,3261,163.05
1651,220,1,1629,81.45
1651,260,1,1494,74.7
1651,64,2,9954,497.7
1652,83,1,7877,393.85
1652,179,1,5519,275.95
1652,143,1,7177,358.85
1652,167,1,2154,107.7
1653,244,1,1737,86.85
1653,257,1,1361,68.05
1654,138,2,5564,278.2
1654,280,2,1959,97.95
1654,97,3,9223,461.15
1655,124,1,4351,217.55
1655,146,1,5600,280.0
1655,135,1,3088,154.4
1655,122,2,5142,257.1
1656,84,3,4188,209.4
1656,113,1,734,36.7
1656,44,2,15680,784.0
1656,34,2,6232,311.6
1657,122,2,2785,139.25
1658,285,1,2587,129.35
1658,91,2,10831,541.55
1659,58,2,41586,2079.3
1660,257,2,512,25.6
1661,239,2,1026,51.3
1661,70,3,6463,323.15
1662,233,1,878,43.9
1662,231,2,800,40.0
1663,168,2,6664,333.2
1664,22,1,3895,194.75
1664,35,3,49597,2479.85
1664,218,1,1806,90.3
1664,96,1,7231,361.55
1665,49,3,18928,946.4
1665,224,3,513,25.65
1666,166,2,6047,302.35
1666,210,1,997,49.85
1666,27,3,26365,1318.25
1667,296,3,1884,94.2
1667,144,3,4955,247.75
1667,292,2,526,26.3
1667,11,3,40454,2022.7
1668,271,1,1599,79.95
1668,179,2,2441,122.05
1669,117,1,7065,353.25
1670,79,1,1761,88.05
1670,221,2,424,21.2
1670,62,1,14818,740.9
1670,4,2,20175,1008.75
1671,292,3,548,27.4
1672,275,1,1794,89.7
1672,148,1,6261,313.05
1672,138,3,3735,186.75
1673,189,3,885,44.25
1674,198,1,1368,68.4
1674,259,1,997,49.85
1674,141,1,1781,89.05
1674,77,1,13666,683.3
1675,204,2,1984,99.2
1675,150,3,3723,186.15
1675,30,3,26838,1341.9
1675,167,2,2241,112.05
1676,126,2,6379,318.95
1677,250,3,747,37.35
1678,118,2,5133,256.65
1678,282,1,674,33.7
1679,2,1,27740,1387.0
1679,281,3,1042,52.1
1680,266,3,355,17.75
1680,137,2,617,30.85
1681,274,3,2331,116.55
1681,24,1,11272,563.6
1681,119,1,9698,484.9
1682,126,3,352,17.6
1683,211,1,840,42.0
1683,28,3,21839,1091.95
1683,110,3,1837,91.85
1684,269,2,2587,129.35
1684,219,3,700,35.0
1684,63,3,11129,556.45
1684,39,1,29650,1482.5
1685,254,3,2978,148.9
1685,274,3,2618,130.9
1685,123,2,961,48.05
1685,291,1,2535,126.75
1686,269,1,458,22.9
1686,137,1,7197,359.85
1687,236,3,1572,78.6
1687,170,3,402,20.1
1688,170,2,5913,295.65
1688,175,3,2083,104.15
1689,82,1,13887,694.35
1689,59,2,44996,2249.8
1689,260,2,1585,79.25
1689,216,3,1015,50.75
1690,151,3,3599,179.95
1690,49,2,27100,1355.0
1690,266,1,1253,62.65
1691,246,2,2626,131.3
1692,9,2,12675,633.75
1692,25,2,44745,2237.25
1693,244,2,2837,141.85
1694,45,2,29632,1481.6
1694,90,3,13540,677.0
1694,236,2,1873,93.65
1695,280,1,337,16.85
1695,12,2,47727,2386.35
1695,179,1,6640,332.0
1695,176,3,5793,289.65
1696,61,2,9427,471.35
1696,87,3,10590,529.5
1696,94,2,1680,84.0
1697,81,2,9074,453.7
1697,100,1,10190,509.5
1697,185,2,1866,93.3
1698,130,2,1227,61.35
1698,167,2,4612,230.6
1698,93,2,797,39.85
1699,247,2,1652,82.6
1699,5,3,16436,821.8
1700,18,3,41646,2082.3
1700,90,3,12591,629.55
1700,110,2,13248,662.4
1701,216,1,491,24.55
1702,279,3,2264,113.2
1702,197,2,339,16.95
1703,163,3,6979,348.95
1703,289,3,2578,128.9
1703,173,1,7062,353.1
1704,49,1,41248,2062.4
1705,238,3,1825,91.25
1705,128,1,2398,119.9
1705,242,1,868,43.4
1706,207,3,454,22.7
1706,47,1,12468,623.4
1706,119,1,11535,576.75
1707,264,3,1327,66.35
1707,72,2,8088,404.4
1707,190,3,1789,89.45
1707,11,1,25026,1251.3
1708,42,3,45448,2272.4
1708,241,1,228,11.4
1708,82,3,1404,70.2
1709,282,2,2859,142.95
1709,250,3,2531,126.55
1709,180,1,7135,356.75
1709,209,3,351,17.55
1710,204,2,1904,95.2
1710,254,3,979,48.95
1710,202,2,1401,70.05
1711,191,1,1334,66.7
1711,146,1,4730,236.5
1711,136,2,2775,138.75
1711,166,2,3652,182.6
1712,70,2,7318,365.9
1712,69,1,10418,520.9
1712,144,2,1400,70.0
1713,79,2,6669,333.45
1714,140,1,2404,120.2
1714,247,3,2222,111.1
1714,127,1,7893,394.65
1714,57,3,6846,342.3
1715,2,1,12278,613.9
1715,73,3,14760,738.0
1715,89,3,13841,692.05
1715,105,3,14199,709.95
1716,39,2,35891,1794.55
1716,127,3,4911,245.55
1716,171,2,703,35.15
1717,258,2,1876,93.8
1717,221,1,703,35.15
1717,136,3,2475,123.75
1717,86,2,9712,485.6
1718,284,1,331,16.55
1718,151,2,2621,131.05
1719,31,2,47122,2356.1
1719,36,1,15542,777.1
1719,104,1,4648,232.4
1719,40,1,45204,2260.2
1720,143,2,5413,270.65
1721,3,2,26586,1329.3
1721,90,3,13981,699.05
1722,300,1,2125,106.25
1722,174,1,4383,219.15
1722,88,1,10399,519.95
1722,228,3,896,44.8
1723,97,1,6810,340.5
1723,111,1,12275,613.75
1723,260,3,2309,115.45
1723,126,2,2506,125.3
1724,273,1,1475,73.75
1725,26,3,17120,856.0
1725,215,2,523,26.15
1725,283,1,275,13.75
1726,68,1,10370,518.5
1726,104,3,12268,613.4
1726,59,2,35533,1776.65
1726,192,2,1032,51.6
1727,241,2,2377,118.85
1727,91,2,3761,188.05
1727,24,2,40907,2045.35
1727,155,2,6724,336.2
1728,96,1,13820,691.0
1728,133,1,2514,125.7
1728,12,3,34865,1743.25
1728,115,1,6564,328.2
1729,238,2,1015,50.75
1729,72,2,13300,665.0
1729,164,1,1579,78.95
1730,177,2,7616,380.8
1730,128,1,3094,154.7
1730,193,1,1053,52.65
1730,162,3,3002,150.1
1731,171,2,2949,147.45
1731,32,3,12133,606.65
1731,56,3,39032,1951.6
1731,275,1,389,19.45
1732,216,2,1877,93.85
1733,183,2,1241,62.05
1733,216,2,1988,99.4
1733,90,2,14601,730.05
1733,72,2,10812,540.6
1734,55,2,23021,1151.05
1735,292,3,276,13.8
1735,120,2,12760,638.0
1736,193,1,1224,61.2
1736,295,2,1598,79.9
1736,43,2,42938,2146.9
1737,96,2,11118,555.9
1737,198,3,829,41.45
1737,51,1,5199,259.95
1737,236,1,1680,84.0
1738,205,1,968,48.4
1738,146,1,6616,330.8
1739,215,1,1002,50.1
1739,154,2,6568,328.4
1740,93,1,1653,82.65
1740,281,2,1527,76.35
1740,156,2,4895,244.75
1741,267,3,2733,136.65
1741,128,2,1439,71.95
1741,123,1,7794,389.7
1741,169,2,2317,115.85
1742,258,3,943,47.15
1743,14,3,9902,495.1
1744,115,2,7060,353.0
1745,217,2,1861,93.05
1745,113,2,10735,536.75
1746,126,3,6368,318.4
1746,83,2,5167,258.35
1746,166,2,7203,360.15
1746,76,2,11310,565.5
1747,5,1,40919,2045.95
1747,62,1,11417,570.85
1747,240,2,1836,91.8
1748,226,1,488,24.4
1749,292,1,2176,108.8
1749,295,3,1745,87.25
1750,154,3,1167,58.35
1750,269,3,615,30.75
1751,276,3,2163,108.15
1751,182,2,1564,78.2
1751,179,1,979,48.95
1751,186,2,1123,56.15
1752,71,3,14304,715.2
1752,231,2,1604,80.2
1752,292,3,2035,101.75
1752,198,3,556,27.8
1753,215,3,311,15.55
1754,63,1,10157,507.85
1754,256,3,2099,104.95
1755,239,2,1509,75.45
1756,180,1,5806,290.3
1756,274,3,2133,106.65
1756,144,3,3849,192.45
1757,214,1,1356,67.8
1758,273,1,2796,139.8
1759,116,1,6152,307.6
1759,249,3,901,45.05
1759,81,2,14412,720.6
1760,293,3,1896,94.8
1761,182,2,240,12.0
1761,124,1,915,45.75
1761,204,1,1034,51.7
1761,95,3,2177,108.85
1762,254,1,599,29.95
1763,159,2,1950,97.5
1763,291,1,1624,81.2
1763,72,2,14311,715.55
1763,205,2,1102,55.1
1764,79,1,12133,606.65
1764,142,2,1474,73.7
1764,161,3,6294,314.7
1765,89,2,543,27.15
1766,168,3,5795,289.75
1766,278,1,2393,119.65
1767,266,3,2717,135.85
1767,169,2,4748,237.4
1767,253,2,2953,147.65
1768,255,2,647,32.35
1768,21,2,27349,1367.45
1768,279,2,2627,131.35
1769,253,2,2273,113.65
1770,38,2,32513,1625.65
1770,288,2,714,35.7
1770,226,3,1475,73.75
1771,195,1,971,48.55
1771,192,1,1589,79.45
1771,260,2,1007,50.35
1771,279,3,1782,89.1
1772,277,3,2116,105.8
1773,129,2,7480,374.0
1774,167,1,992,49.6
1774,191,3,1806,90.3
1774,292,1,2841,142.05
1774,22,1,5962,298.1
1775,67,2,9255,462.75
1775,116,1,4733,236.65
1775,24,3,10141,507.05
1775,3,3,42330,2116.5
1776,72,2,7917,395.85
1776,214,1,1014,50.7
1776,25,3,31997,1599.85
1777,130,3,4615,230.75
1777,203,3,875,43.75
1778,63,2,9254,462.7
1778,173,2,4711,235.55
1778,230,1,1595,79.75
1779,143,2,2511,125.55
1779,57,3,41094,2054.7
1780,234,3,235,11.75
1780,239,3,891,44.55
1780,254,2,1639,81.95
1780,276,1,472,23.6
1781,222,2,384,19.2
1782,61,1,3997,199.85
1782,262,1,1551,77.55
1782,298,1,2394,119.7
1782,271,3,1666,83.3
1783,19,1,20265,1013.25
1784,23,1,43931,2196.55
1784,235,1,1565,78.25
1784,108,1,10225,511.25
1784,277,3,1535,76.75
1785,251,2,2977,148.85
1786,4,3,41585,2079.25
1786,213,2,637,31.85
1787,288,1,2981,149.05
1788,205,3,1477,73.85
1788,34,1,38942,1947.1
1788,281,1,993,49.65
1789,19,3,34605,1730.25
1790,272,3,688,34.4
1791,191,3,1293,64.65
1791,25,2,35470,1773.5
1791,291,2,787,39.35
1792,27,1,20947,1047.35
1792,59,3,5492,274.6
1793,265,2,2126,106.3
1793,102,2,1571,78.55
1793,161,2,7970,398.5
1793,186,1,286,14.3
1794,171,3,5160,258.0
1794,9,3,37959,1897.95
1795,252,3,1077,53.85
1796,232,2,1303,65.15
1796,128,3,4651,232.55
1796,245,3,2172,108.6
1796,269,3,2727,136.35
1797,14,2,13601,680.05
1797,36,2,14874,743.7
1797,99,2,2549,127.45
1797,254,3,2816,140.8
1798,241,3,1978,98.9
1798,300,2,2111,105.55
1799,22,3,15285,764.25
1799,227,2,1536,76.8
1800,216,2,545,27.25
1800,63,1,2147,107.35
1800,159,3,5739,286.95
1800,104,3,11764,588.2
1801,87,1,3626,181.3
1801,259,3,1600,80.0
1801,75,1,7334,366.7
1801,27,3,14693,734.65
1802,282,2,2380,119.0
1803,222,2,646,32.3
1803,265,3,515,25.75
1804,256,2,1137,56.85
1804,143,1,2020,101.0
1804,59,2,31826,1591.3
1805,136,1,7037,351.85
1805,61,2,8917,445.85
1806,125,3,3395,169.75
1807,203,2,648,32.4
1807,238,3,1825,91.25
1808,35,2,35618,1780.9
1808,247,1,2302,115.1
1808,201,3,1213,60.65
1808,117,3,13635,681.75
1809,57,1,21005,1050.25
1809,8,2,16120,806.0
1809,17,1,17254,862.7
1809,38,1,48715,2435.75
1810,138,2,5878,293.9
1810,92,3,7174,358.7
1811,199,3,1937,96.85
1811,180,2,4921,246.05
1812,138,1,3927,196.35
1812,275,1,492,24.6
1813,166,1,4314,215.7
1813,50,1,5915,295.75
1813,121,1,689,34.45
1814,149,1,5606,280.3
1814,246,1,1103,55.15
1815,175,3,1585,79.25
1816,5,2,41773,2088.65
1816,91,2,11079,553.95
1816,69,2,14163,708.15
1816,123,1,3081,154.05
1817,1,2,43695,2184.75
1817,70,3,11428,571.4
1817,170,2,3680,184.0
1817,105,1,11725,586.25
1818,25,3,11832,591.6
1818,66,1,3384,169.2
1818,75,2,8501,425.05
1819,161,2,2093,104.65
1819,228,3,1097,54.85
1819,69,1,12597,629.85
1819,134,1,1026,51.3
1820,182,2,1725,86.25
1821,142,1,4264,213.2
1821,239,3,340,17.0
1821,280,3,1034,51.7
1821,171,3,4298,214.9
1822,268,3,2470,123.5
1822,221,1,563,28.15
1822,232,3,461,23.05
1822,69,3,3638,181.9
1823,132,3,6380,319.0
1823,48,3,19173,958.65
1823,245,3,1658,82.9
1823,133,3,2850,142.5
1824,82,1,7771,388.55
1824,269,3,2788,139.4
1825,34,3,18940,947.0
1825,146,3,7086,354.3
1825,26,1,44644,2232.2
1826,113,1,7014,350.7
1826,148,3,2574,128.7
1826,178,2,4549,227.45
1826,82,3,14167,708.35
1827,132,3,523,26.15
